width,layers,model,final_train_loss,r2_test,rmse_test,spearman_test,fit_time_sec,predict_time_sec,n_epochs,n_random_walks_to_generate,n_random_walk_length
32,[32],MLP_32_epochs10_rwlen378_n_rw10000,2136.227754107276,0.8126770853996277,47.22751235961914,0.9062899743318111,21.7028751373291,0.7157888412475586,10,10000,378
64,[64],MLP_64_epochs10_rwlen378_n_rw10000,1856.9946904704218,0.7954789400100708,49.34789276123047,0.8952946630638318,21.85391354560852,0.9969272613525391,10,10000,378
128,[128],MLP_128_epochs10_rwlen378_n_rw10000,1726.8126585393143,0.8103915452957153,47.51475524902344,0.8998688007613879,22.185595750808716,0.9854998588562012,10,10000,378
256,[256],MLP_256_epochs10_rwlen378_n_rw10000,1697.922754488167,0.8114354610443115,47.38377380371094,0.900691948071988,22.119381427764893,0.8664531707763672,10,10000,378
512,[512],MLP_512_epochs10_rwlen378_n_rw10000,1524.5436982953536,0.7941891551017761,49.503257751464844,0.8963748215946157,22.210685968399048,1.0863351821899414,10,10000,378
1024,[1024],MLP_1024_epochs10_rwlen378_n_rw10000,1352.2010401832192,0.7790452837944031,51.29219436645508,0.8830216645047227,22.169389724731445,0.7223527431488037,10,10000,378
