n,model,params_hash,params,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_spearman,val_spearman,test_spearman,fit_time,predict_time,n_features,n_train,n_val,n_test,best_iteration,model_path
16,lgb,learning_rate=0.05_max_depth=12_num_leaves=31,"{""num_leaves"": 31, ""max_depth"": 12, ""learning_rate"": 0.05}",0.5928935755828557,0.5808369795186477,0.5718041989091498,23.56830421185613,23.91812886947934,24.17838533565224,0.7666302146397832,0.7583203199481631,0.7506646215499413,36.49660134315491,0.9543211460113525,131,425000,75000,64000,999,
16,lgb,learning_rate=0.1_max_depth=12_num_leaves=31,"{""num_leaves"": 31, ""max_depth"": 12, ""learning_rate"": 0.1}",0.6100856811692412,0.5862312616423727,0.5731294505665557,23.08151096000644,23.730857185061804,24.140940694471908,0.7788263082166885,0.7611060637918226,0.7517487941157539,33.18453502655029,0.8434116840362549,131,425000,75000,64000,1000,
16,lgb,learning_rate=0.2_max_depth=12_num_leaves=31,"{""num_leaves"": 31, ""max_depth"": 12, ""learning_rate"": 0.2}",0.6295840340657188,0.5863944777229532,0.5687655919000961,22.482324087162073,23.80599369085271,24.264022248143313,0.7923281227757929,0.7616445192119538,0.7490277941611267,31.412354469299316,0.726635217666626,131,425000,75000,64000,992,
16,lgb,learning_rate=0.05_max_depth=6_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 6, ""learning_rate"": 0.05}",0.604158219112624,0.5800758101760969,0.5743606487074202,23.253936204197917,23.869511698123333,24.106101392639054,0.77467461503145,0.7579992833580176,0.7531382690067538,50.363282680511475,1.2139973640441895,131,425000,75000,64000,1000,
16,lgb,learning_rate=0.1_max_depth=6_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 6, ""learning_rate"": 0.1}",0.6183120877986306,0.5827332190146365,0.5735228102368095,22.812601528561434,23.87872858448366,24.129815236014466,0.7845374232053715,0.7593653177524496,0.7525261199715888,38.1982626914978,1.2090427875518799,131,425000,75000,64000,998,
16,lgb,learning_rate=0.2_max_depth=6_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 6, ""learning_rate"": 0.2}",0.6334439914111409,0.5812420029333915,0.563864958248518,22.38887502319132,23.884007465922643,24.401503350228463,0.7945826264938773,0.7582251135089442,0.7470042747529558,37.36798906326294,1.178544521331787,131,425000,75000,64000,970,
16,lgb,learning_rate=0.05_max_depth=8_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 8, ""learning_rate"": 0.05}",0.6096687313573088,0.5861119817684457,0.5723617231839919,23.08537662294407,23.7898065410707,24.162639703125464,0.7791013473888677,0.7611804914036316,0.751356747414278,50.328291177749634,1.3122506141662598,131,425000,75000,64000,1000,
16,lgb,learning_rate=0.2_max_depth=8_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 8, ""learning_rate"": 0.2}",0.6390928997323224,0.585719429388299,0.5652069054929948,22.20421194106716,23.785148517508297,24.363933842376294,0.7983977348872732,0.7614451255136087,0.747225697480364,31.194790363311768,0.9215655326843262,131,425000,75000,64000,792,
16,lgb,learning_rate=0.05_max_depth=10_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 10, ""learning_rate"": 0.05}",0.6105943552447101,0.5830778632392866,0.5718950144422631,23.032674992557894,23.841171289409946,24.17582121733821,0.7798742603707698,0.7593794838146374,0.750893586660533,48.46923756599426,1.1666631698608398,131,425000,75000,64000,1000,
16,lgb,learning_rate=0.1_max_depth=10_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 10, ""learning_rate"": 0.1}",0.630738745996765,0.590678589689116,0.5700429592719767,22.436848575877768,23.65487918618026,24.228059143355534,0.7934239728636083,0.7649190676395405,0.7498721117042271,37.879231691360474,1.0479414463043213,131,425000,75000,64000,1000,
16,lgb,learning_rate=0.2_max_depth=10_num_leaves=63,"{""num_leaves"": 63, ""max_depth"": 10, ""learning_rate"": 0.2}",0.6501351767484236,0.5894079472654918,0.5613613986256558,21.870827405815362,23.638079132239632,24.47143948619131,0.8057248989446691,0.7646039265873362,0.7443910711308768,32.75487041473389,0.862318754196167,131,425000,75000,64000,906,
