coset,d,k,n,diameter,last_layer_size,total_states,growth,central
5Different,5,2,13,59,4,17160,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 88, 108, 140, 173, 207, 246, 290, 318, 318, 316, 329, 357, 388, 402, 423, 455, 482, 511, 542, 548, 547, 577, 625, 650, 641, 620, 601, 601, 580, 538, 509, 465, 427, 407, 405, 398, 373, 330, 262, 178, 103, 54, 35, 29, 23, 20, 4]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,14,67,3,24024,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 90, 107, 129, 155, 186, 220, 257, 291, 306, 313, 324, 339, 360, 391, 436, 484, 520, 540, 546, 544, 533, 520, 553, 614, 693, 774, 853, 882, 881, 866, 831, 779, 717, 676, 665, 666, 674, 660, 615, 574, 540, 476, 398, 330, 286, 237, 198, 158, 117, 76, 51, 39, 21, 13, 3]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,15,17,8,810,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 76, 81, 78, 50, 8]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,16,83,1,43680,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 90, 110, 136, 159, 182, 207, 235, 262, 277, 288, 304, 337, 377, 405, 433, 465, 493, 525, 564, 602, 637, 674, 705, 733, 757, 776, 800, 824, 871, 941, 1011, 1057, 1076, 1080, 1073, 1073, 1098, 1137, 1174, 1165, 1124, 1068, 1034, 1015, 1029, 1046, 1038, 1023, 1003, 985, 980, 924, 832, 761, 698, 616, 568, 532, 474, 381, 273, 190, 130, 99, 76, 66, 41, 23, 13, 7, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,17,90,2,57120,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 90, 110, 136, 162, 186, 210, 239, 267, 277, 272, 271, 288, 326, 378, 440, 507, 558, 589, 611, 628, 638, 659, 702, 752, 801, 837, 870, 925, 954, 950, 962, 986, 1022, 1046, 1072, 1126, 1208, 1330, 1480, 1560, 1548, 1465, 1378, 1298, 1247, 1212, 1179, 1157, 1161, 1207, 1227, 1223, 1169, 1121, 1121, 1140, 1126, 1063, 1049, 1004, 923, 833, 755, 668, 606, 535, 436, 323, 235, 177, 160, 134, 108, 95, 56, 29, 8, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,18,102,2,73440,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 90, 110, 136, 162, 189, 214, 242, 271, 283, 280, 276, 278, 283, 312, 375, 449, 529, 616, 682, 707, 699, 686, 693, 734, 786, 824, 872, 938, 994, 1010, 1003, 1003, 1011, 1019, 1038, 1082, 1155, 1252, 1366, 1460, 1531, 1560, 1578, 1605, 1642, 1670, 1667, 1623, 1570, 1508, 1438, 1392, 1362, 1374, 1423, 1490, 1543, 1589, 1571, 1512, 1412, 1336, 1278, 1268, 1216, 1141, 1033, 978, 961, 931, 887, 782, 662, 498, 392, 299, 239, 192, 157, 144, 97, 82, 60, 42, 23, 16, 16, 14, 8, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,19,110,2,93024,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 90, 110, 136, 162, 189, 217, 246, 274, 287, 286, 285, 290, 294, 302, 337, 400, 476, 557, 630, 683, 703, 711, 723, 743, 775, 806, 847, 897, 932, 946, 959, 983, 1018, 1065, 1130, 1218, 1311, 1374, 1446, 1503, 1560, 1604, 1642, 1646, 1623, 1608, 1612, 1669, 1768, 1879, 1922, 1950, 1948, 1899, 1885, 1852, 1824, 1833, 1859, 1836, 1793, 1754, 1692, 1645, 1618, 1560, 1496, 1471, 1478, 1482, 1465, 1459, 1437, 1401, 1305, 1197, 1096, 980, 865, 737, 589, 452, 344, 257, 206, 183, 165, 167, 152, 118, 80, 45, 27, 14, 9, 4, 2, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,2,20,27,10,2560,"[1, 3, 6, 11, 17, 27, 43, 57, 65, 68, 69, 72, 78, 90, 110, 136, 162, 189, 217, 232, 222, 190, 154, 129, 103, 66, 33, 10]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,9,11,9,324,"[1, 3, 5, 8, 13, 21, 33, 51, 67, 69, 44, 9]","[0, 1, 2, 3, 4, 4, 4, 4, 4]"
5Different,5,3,10,18,2,800,"[1, 3, 5, 8, 12, 17, 25, 37, 49, 62, 82, 107, 120, 96, 60, 55, 47, 12, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4]"
5Different,5,3,11,41,2,7920,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 76, 90, 111, 136, 158, 174, 199, 227, 251, 277, 299, 322, 355, 399, 449, 467, 454, 430, 405, 374, 354, 347, 316, 256, 212, 175, 140, 93, 36, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,12,13,1,192,"[1, 3, 5, 8, 12, 17, 25, 37, 37, 22, 12, 8, 4, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,13,63,2,17160,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 69, 79, 87, 93, 100, 113, 137, 167, 196, 213, 216, 225, 248, 274, 302, 329, 351, 373, 404, 445, 479, 520, 574, 572, 561, 571, 575, 569, 575, 562, 559, 570, 564, 560, 542, 524, 518, 477, 443, 414, 354, 282, 234, 197, 172, 154, 126, 104, 60, 35, 16, 6, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,14,38,1,3528,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 73, 76, 88, 108, 139, 178, 214, 213, 200, 206, 213, 213, 203, 179, 155, 130, 109, 99, 81, 79, 78, 48, 23, 9, 4, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,15,32,2,3000,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 72, 71, 76, 86, 105, 134, 170, 209, 247, 290, 306, 234, 181, 143, 103, 71, 42, 32, 17, 2]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,16,45,7,6272,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 72, 71, 76, 85, 99, 122, 152, 178, 200, 233, 279, 311, 314, 301, 277, 266, 261, 259, 256, 259, 266, 262, 250, 236, 204, 171, 129, 100, 76, 50, 30, 11, 7]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,17,98,1,57120,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 72, 71, 76, 86, 102, 122, 145, 166, 187, 220, 256, 272, 274, 286, 310, 321, 317, 321, 336, 369, 415, 467, 517, 556, 586, 589, 567, 546, 539, 550, 583, 645, 734, 846, 970, 1072, 1116, 1124, 1158, 1208, 1222, 1220, 1219, 1208, 1198, 1194, 1195, 1187, 1229, 1238, 1192, 1146, 1117, 1135, 1148, 1142, 1122, 1097, 1079, 1111, 1128, 1132, 1128, 1111, 1098, 1065, 952, 847, 748, 674, 632, 593, 570, 535, 477, 384, 293, 258, 224, 166, 100, 46, 27, 21, 5, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,18,21,11,972,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 72, 71, 76, 70, 79, 81, 72, 31, 11]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,19,119,1,93024,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 72, 71, 76, 86, 103, 127, 152, 169, 185, 212, 243, 258, 265, 289, 316, 325, 336, 372, 417, 443, 448, 447, 450, 474, 522, 572, 611, 644, 671, 699, 737, 760, 763, 772, 793, 832, 888, 938, 993, 1069, 1148, 1217, 1275, 1328, 1387, 1466, 1547, 1577, 1586, 1568, 1538, 1501, 1488, 1509, 1545, 1578, 1593, 1583, 1538, 1519, 1494, 1487, 1518, 1598, 1680, 1715, 1693, 1643, 1607, 1611, 1630, 1606, 1605, 1613, 1591, 1506, 1426, 1357, 1286, 1209, 1114, 1063, 1038, 1010, 972, 930, 901, 874, 799, 713, 638, 565, 465, 401, 372, 344, 307, 275, 229, 197, 158, 113, 82, 54, 26, 8, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,3,20,67,3,16200,"[1, 3, 5, 8, 12, 17, 25, 37, 47, 53, 60, 68, 73, 72, 71, 76, 86, 103, 127, 153, 173, 188, 214, 246, 261, 263, 271, 286, 290, 300, 350, 426, 488, 510, 501, 492, 486, 484, 486, 488, 476, 469, 488, 511, 517, 516, 508, 503, 488, 457, 428, 407, 362, 299, 255, 212, 179, 155, 143, 139, 128, 87, 61, 42, 34, 21, 12, 3]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,10,32,1,5040,"[1, 2, 3, 5, 8, 13, 20, 31, 47, 64, 89, 127, 162, 192, 227, 266, 296, 323, 338, 365, 371, 366, 384, 380, 327, 248, 186, 108, 59, 23, 5, 3, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4]"
5Different,5,4,11,43,1,7920,"[1, 2, 3, 5, 7, 10, 15, 22, 32, 42, 53, 73, 100, 125, 146, 172, 202, 218, 228, 256, 291, 322, 366, 416, 430, 398, 391, 433, 465, 427, 391, 350, 315, 304, 271, 222, 170, 119, 78, 35, 6, 4, 3, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,12,51,13,11880,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 60, 75, 95, 115, 128, 141, 156, 171, 188, 195, 205, 228, 256, 289, 332, 388, 424, 419, 402, 388, 390, 419, 459, 501, 546, 582, 574, 535, 495, 457, 419, 386, 328, 270, 218, 164, 116, 80, 52, 13]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,13,59,6,17160,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 61, 66, 75, 89, 107, 123, 139, 154, 163, 178, 212, 250, 275, 300, 319, 317, 316, 337, 378, 427, 479, 531, 581, 619, 623, 603, 606, 636, 622, 595, 613, 672, 685, 660, 592, 560, 509, 438, 383, 354, 344, 322, 261, 173, 92, 37, 6]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,14,15,1,224,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 33, 25, 19, 11, 4, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,15,81,5,32760,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 62, 69, 81, 95, 102, 103, 113, 134, 158, 179, 195, 201, 198, 202, 221, 249, 285, 323, 349, 361, 373, 400, 448, 497, 523, 546, 569, 578, 575, 578, 615, 679, 744, 789, 817, 861, 838, 812, 836, 872, 881, 890, 887, 868, 840, 829, 832, 824, 792, 782, 736, 689, 650, 628, 633, 640, 591, 526, 431, 370, 332, 303, 288, 239, 182, 109, 50, 25, 5]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,16,96,10,43680,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 62, 68, 76, 81, 84, 91, 107, 134, 165, 197, 230, 251, 253, 248, 254, 278, 306, 331, 358, 382, 396, 391, 387, 399, 430, 471, 510, 556, 602, 646, 683, 713, 734, 737, 744, 775, 803, 818, 833, 832, 803, 806, 846, 886, 918, 966, 1020, 1069, 1108, 1117, 1069, 1009, 951, 898, 873, 883, 906, 913, 892, 854, 826, 816, 788, 747, 692, 684, 639, 561, 499, 408, 314, 248, 206, 175, 125, 99, 81, 65, 55, 46, 46, 45, 24, 10]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,17,103,3,57120,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 62, 68, 76, 81, 79, 78, 86, 105, 135, 172, 216, 257, 293, 324, 340, 346, 352, 361, 371, 384, 404, 425, 448, 478, 500, 505, 506, 534, 584, 627, 676, 745, 810, 845, 856, 853, 839, 827, 832, 861, 902, 957, 1045, 1114, 1130, 1114, 1088, 1055, 1041, 1044, 1063, 1108, 1167, 1245, 1327, 1416, 1458, 1433, 1369, 1296, 1205, 1128, 1071, 1015, 972, 947, 928, 896, 860, 808, 789, 784, 759, 726, 653, 549, 443, 331, 258, 209, 173, 153, 144, 117, 82, 42, 31, 24, 18, 11, 3]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,18,117,1,73440,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 62, 68, 76, 81, 80, 78, 83, 94, 111, 137, 166, 190, 218, 262, 314, 353, 366, 372, 386, 398, 403, 404, 401, 411, 454, 523, 584, 612, 623, 644, 676, 699, 713, 718, 729, 776, 847, 918, 970, 986, 1014, 1051, 1056, 1042, 1030, 1029, 1063, 1137, 1215, 1253, 1252, 1232, 1220, 1245, 1288, 1334, 1375, 1405, 1430, 1435, 1435, 1459, 1493, 1498, 1482, 1409, 1298, 1199, 1157, 1170, 1196, 1224, 1207, 1161, 1129, 1120, 1111, 1087, 1048, 1006, 924, 827, 772, 754, 698, 612, 512, 423, 356, 303, 262, 210, 162, 98, 65, 52, 44, 36, 27, 15, 9, 7, 7, 5, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,19,129,1,93024,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 62, 68, 76, 81, 80, 79, 84, 96, 111, 130, 155, 174, 189, 213, 243, 272, 299, 321, 338, 350, 351, 349, 356, 372, 401, 445, 489, 536, 579, 595, 621, 619, 605, 591, 584, 574, 581, 606, 636, 680, 777, 895, 1002, 1104, 1195, 1253, 1244, 1180, 1119, 1066, 1018, 986, 1007, 1075, 1161, 1262, 1338, 1376, 1386, 1383, 1374, 1367, 1364, 1350, 1342, 1351, 1385, 1464, 1572, 1681, 1742, 1773, 1750, 1662, 1542, 1495, 1480, 1517, 1543, 1546, 1531, 1523, 1507, 1467, 1454, 1412, 1376, 1308, 1291, 1263, 1226, 1189, 1134, 1045, 959, 838, 731, 637, 565, 494, 431, 402, 376, 343, 288, 197, 153, 130, 96, 65, 47, 42, 38, 42, 23, 4, 1]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
5Different,5,4,20,133,3,116280,"[1, 2, 3, 5, 7, 10, 15, 22, 30, 36, 41, 49, 57, 62, 68, 76, 81, 80, 79, 85, 97, 114, 133, 154, 169, 180, 203, 233, 254, 260, 270, 291, 315, 335, 342, 334, 324, 327, 350, 396, 454, 513, 565, 598, 617, 624, 608, 582, 567, 559, 553, 566, 615, 709, 835, 961, 1069, 1133, 1140, 1133, 1148, 1169, 1181, 1222, 1299, 1352, 1361, 1354, 1363, 1409, 1494, 1606, 1717, 1784, 1780, 1729, 1670, 1600, 1542, 1544, 1590, 1639, 1666, 1679, 1685, 1731, 1806, 1910, 2001, 2054, 2089, 2092, 2069, 2007, 1909, 1820, 1765, 1731, 1677, 1638, 1647, 1650, 1625, 1627, 1657, 1648, 1574, 1517, 1443, 1344, 1288, 1263, 1240, 1203, 1159, 1086, 973, 927, 889, 807, 741, 664, 576, 500, 376, 254, 180, 91, 56, 40, 31, 19, 9, 3]","[0, 1, 2, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
6Different,1,1,9,38,3,15120,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 64, 84, 113, 146, 174, 215, 270, 333, 411, 516, 658, 803, 933, 1038, 1130, 1214, 1240, 1213, 1099, 906, 719, 605, 466, 303, 158, 87, 39, 21, 9, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,1,1,10,26,2,2400,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 86, 115, 146, 163, 176, 189, 207, 230, 222, 217, 175, 104, 68, 47, 25, 13, 2]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,1,1,11,49,13,55440,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 117, 151, 180, 213, 252, 300, 361, 433, 534, 669, 829, 993, 1186, 1437, 1706, 1965, 2216, 2499, 2767, 2983, 3162, 3268, 3337, 3334, 3312, 3161, 2886, 2538, 2140, 1739, 1400, 1113, 846, 542, 289, 151, 76, 40, 13]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,1,1,12,36,1,7200,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 153, 182, 216, 254, 290, 326, 363, 419, 499, 557, 585, 576, 556, 517, 424, 289, 198, 162, 106, 53, 24, 12, 11, 7, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,13,62,6,154440,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 184, 218, 260, 309, 371, 445, 540, 656, 785, 901, 1009, 1162, 1355, 1563, 1821, 2184, 2626, 3109, 3579, 4069, 4610, 5111, 5533, 5885, 6255, 6586, 6897, 7209, 7516, 7797, 7922, 7789, 7364, 6777, 6040, 5409, 4798, 4131, 3543, 2781, 2163, 1612, 1132, 777, 492, 311, 184, 68, 22, 6]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,14,43,3,17640,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 220, 262, 312, 376, 446, 531, 626, 723, 800, 856, 928, 1002, 1052, 1078, 1096, 1106, 1088, 998, 884, 746, 597, 424, 271, 179, 106, 52, 48, 46, 25, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,15,75,7,360360,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 221, 264, 314, 379, 454, 551, 675, 814, 936, 1044, 1188, 1346, 1496, 1659, 1880, 2188, 2553, 2906, 3317, 3864, 4496, 5152, 5809, 6576, 7424, 8261, 8932, 9497, 10130, 10819, 11548, 12356, 13069, 13787, 14448, 14951, 15280, 15427, 15330, 14989, 14412, 13726, 12825, 11794, 10584, 9392, 8327, 7380, 6124, 4946, 3834, 2877, 2251, 1696, 1204, 856, 536, 266, 134, 70, 30, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,16,52,7,37632,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 221, 265, 316, 381, 457, 556, 679, 818, 923, 1004, 1113, 1252, 1354, 1430, 1558, 1738, 1924, 1986, 1996, 2071, 2145, 2152, 1967, 1680, 1420, 1247, 1049, 868, 693, 537, 382, 246, 161, 109, 66, 53, 33, 16, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,17,88,3,742560,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 221, 265, 317, 383, 459, 559, 684, 825, 955, 1073, 1225, 1394, 1562, 1732, 1948, 2233, 2548, 2836, 3117, 3454, 3866, 4314, 4794, 5417, 6175, 7058, 7976, 8954, 10100, 11298, 12454, 13437, 14384, 15370, 16398, 17489, 18642, 19890, 21173, 22375, 23452, 24475, 25440, 26179, 26820, 27228, 27563, 27657, 27271, 26394, 25094, 23453, 21884, 20404, 18684, 16863, 14898, 13217, 11665, 9633, 7942, 6369, 5010, 3946, 3081, 2473, 1958, 1378, 889, 549, 300, 160, 80, 35, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,18,60,19,72576,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 221, 265, 317, 384, 461, 561, 687, 830, 959, 1080, 1232, 1385, 1521, 1655, 1839, 2077, 2331, 2520, 2685, 2866, 2999, 3132, 3230, 3369, 3466, 3515, 3482, 3308, 3090, 2835, 2558, 2240, 1939, 1617, 1277, 1043, 874, 670, 442, 281, 187, 127, 89, 62, 48, 42, 19]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,19,102,1,1395360,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 221, 265, 317, 384, 462, 563, 689, 833, 964, 1084, 1244, 1423, 1599, 1780, 2015, 2313, 2641, 2942, 3228, 3579, 3969, 4331, 4689, 5136, 5668, 6292, 6912, 7581, 8473, 9543, 10706, 11894, 13228, 14734, 16345, 17866, 19183, 20482, 21873, 23383, 25003, 26699, 28427, 30219, 31914, 33513, 35240, 37062, 38835, 40559, 42031, 43331, 44488, 45266, 45717, 45887, 45592, 44721, 43373, 41828, 40187, 38175, 35579, 32993, 30561, 28090, 25526, 22724, 20166, 17027, 14176, 11705, 9709, 8174, 6806, 5610, 4535, 3651, 2848, 2108, 1472, 934, 584, 372, 206, 92, 38, 13, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,1,20,70,7,129600,"[1, 3, 5, 8, 12, 17, 25, 33, 46, 65, 87, 118, 154, 185, 221, 265, 317, 384, 462, 564, 691, 835, 967, 1089, 1248, 1430, 1611, 1783, 1994, 2264, 2572, 2823, 3053, 3329, 3648, 3932, 4094, 4276, 4565, 4881, 5100, 5162, 5282, 5459, 5595, 5557, 5318, 5034, 4736, 4444, 4013, 3549, 3050, 2618, 2199, 1821, 1594, 1359, 1009, 698, 540, 449, 323, 194, 135, 110, 77, 51, 36, 24, 7]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,2,9,18,5,648,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 65, 74, 78, 72, 58, 58, 44, 20, 14, 5]","[0, 1, 2, 3, 4, 5, 5, 5, 5]"
6Different,1,2,10,43,1,30240,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 87, 108, 137, 171, 218, 283, 351, 433, 530, 642, 784, 924, 1057, 1205, 1372, 1588, 1829, 2057, 2199, 2230, 2109, 1995, 1929, 1837, 1533, 1120, 719, 357, 129, 46, 19, 8, 4, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5]"
6Different,1,2,11,51,3,55440,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 88, 110, 139, 174, 221, 282, 343, 410, 490, 601, 748, 923, 1108, 1294, 1506, 1713, 1923, 2145, 2380, 2653, 2894, 3024, 3164, 3176, 3077, 3025, 2970, 2883, 2721, 2425, 1998, 1537, 1090, 723, 494, 329, 197, 111, 69, 36, 14, 3]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5]"
6Different,1,2,12,27,1,3456,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 88, 111, 141, 176, 218, 262, 286, 303, 307, 305, 298, 258, 199, 121, 83, 52, 18, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,2,13,63,18,154440,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 88, 111, 142, 178, 226, 289, 351, 417, 484, 560, 664, 778, 895, 1039, 1230, 1479, 1787, 2140, 2524, 2906, 3269, 3632, 4013, 4430, 4859, 5312, 5784, 6265, 6774, 7231, 7584, 7798, 7838, 7739, 7503, 7068, 6640, 6231, 5759, 4978, 4232, 3533, 2719, 1919, 1154, 635, 374, 217, 153, 110, 80, 43, 29, 18]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,2,14,74,8,240240,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 88, 111, 142, 179, 228, 291, 354, 421, 490, 573, 677, 788, 901, 1014, 1161, 1351, 1587, 1892, 2263, 2713, 3225, 3726, 4203, 4681, 5132, 5563, 6007, 6520, 7105, 7652, 8229, 8745, 9184, 9549, 9814, 10018, 10119, 10160, 10109, 9896, 9590, 9108, 8554, 8035, 7401, 6640, 5757, 4739, 3663, 2632, 1888, 1340, 931, 698, 593, 494, 381, 262, 156, 99, 77, 49, 30, 25, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,2,15,36,1,12000,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 88, 111, 142, 179, 229, 293, 356, 424, 488, 557, 634, 710, 770, 804, 829, 842, 839, 770, 689, 639, 515, 344, 242, 159, 89, 28, 1]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
6Different,1,2,16,88,8,524160,"[1, 3, 5, 8, 12, 17, 25, 37, 52, 69, 88, 111, 142, 179, 229, 294, 358, 426, 497, 583, 696, 815, 931, 1054, 1196, 1350, 1522, 1714, 1934, 2197, 2495, 2852, 3304, 3883, 4589, 5372, 6136, 6856, 7549, 8224, 8933, 9679, 10458, 11269, 12046, 12798, 13655, 14725, 16019, 17457, 18763, 19742, 20380, 20540, 20475, 20181, 19691, 19130, 18689, 18318, 17772, 16915, 15785, 14550, 13060, 11384, 9646, 7982, 6398, 5061, 3815, 2846, 2108, 1501, 1068, 831, 679, 530, 408, 304, 228, 172, 135, 86, 60, 32, 24, 19, 8]","[0, 1, 2, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
